68;KS;1969;1;2;1969-01-02;Thurs;76
69;KY;1969;1;2;1969-01-02;Thurs;146
70;LA;1969;1;2;1969-01-02;Thurs;194
71;MA;1969;1;2;1969-01-02;Thurs;242
72;MD;1969;1;2;1969-01-02;Thurs;186
73;ME;1969;1;2;1969-01-02;Thurs;40
74;MI;1969;1;2;1969-01-02;Thurs;418
75;MN;1969;1;2;1969-01-02;Thurs;184
76;MO;1969;1;2;1969-01-02;Thurs;210
77;MS;1969;1;2;1969-01-02;Thurs;136
78;MT;1969;1;2;1969-01-02;Thurs;20
79;NC;1969;1;2;1969-01-02;Thurs;242
80;ND;1969;1;2;1969-01-02;Thurs;30
81;NE;1969;1;2;1969-01-02;Thurs;62
82;NH;1969;1;2;1969-01-02;Thurs;28
83;NJ;1969;1;2;1969-01-02;Thurs;280
84;NM;1969;1;2;1969-01-02;Thurs;52
85;NV;1969;1;2;1969-01-02;Thurs;20
86;NY;1969;1;2;1969-01-02;Thurs;736
87;OH;1969;1;2;1969-01-02;Thurs;438
88;OK;1969;1;2;1969-01-02;Thurs;98
89;OR;1969;1;2;1969-01-02;Thurs;68
90;PA;1969;1;2;1969-01-02;Thurs;538
91;RI;1969;1;2;1969-01-02;Thurs;44
92;SC;1969;1;2;1969-01-02;Thurs;138
93;SD;1969;1;2;1969-01-02;Thurs;32
94;TN;1969;1;2;1969-01-02;Thurs;158
95;TX;1969;1;2;1969-01-02;Thurs;572
96;UT;1969;1;2;1969-01-02;Thurs;62
97;VA;1969;1;2;1969-01-02;Thurs;200
98;VT;1969;1;2;1969-01-02;Thurs;26
99;WA;1969;1;2;1969-01-02;Thurs;124
100;WI;1969;1;2;1969-01-02;Thurs;188
101;WV;1969;1;2;1969-01-02;Thurs;76
102;WY;1969;1;2;1969-01-02;Thurs;16
103;AK;1969;1;3;1969-01-03;Fri;20
104;AL;1969;1;3;1969-01-03;Fri;162
105;AR;1969;1;3;1969-01-03;Fri;116
106;AZ;1969;1;3;1969-01-03;Fri;80
107;CA;1969;1;3;1969-01-03;Fri;940
108;CO;1969;1;3;1969-01-03;Fri;88
109;CT;1969;1;3;1969-01-03;Fri;132
110;DC;1969;1;3;1969-01-03;Fri;76
111;DE;1969;1;3;1969-01-03;Fri;30
112;FL;1969;1;3;1969-01-03;Fri;280
113;GA;1969;1;3;1969-01-03;Fri;222
114;HI;1969;1;3;1969-01-03;Fri;36
115;IA;1969;1;3;1969-01-03;Fri;122
116;ID;1969;1;3;1969-01-03;Fri;30
117;IL;1969;1;3;1969-01-03;Fri;506
118;IN;1969;1;3;1969-01-03;Fri;258
119;KS;1969;1;3;1969-01-03;Fri;84
120;KY;1969;1;3;1969-01-03;Fri;150
121;LA;1969;1;3;1969-01-03;Fri;220
122;MA;1969;1;3;1969-01-03;Fri;260
123;MD;1969;1;3;1969-01-03;Fri;156
124;ME;1969;1;3;1969-01-03;Fri;30
125;MI;1969;1;3;1969-01-03;Fri;414
126;MN;1969;1;3;1969-01-03;Fri;174
127;MO;1969;1;3;1969-01-03;Fri;202
128;MS;1969;1;3;1969-01-03;Fri;138
129;MT;1969;1;3;1969-01-03;Fri;28
130;NC;1969;1;3;1969-01-03;Fri;266
131;ND;1969;1;3;1969-01-03;Fri;28
132;NE;1969;1;3;1969-01-03;Fri;36
133;NH;1969;1;3;1969-01-03;Fri;20
134;NJ;1969;1;3;1969-01-03;Fri;282
135;NM;1969;1;3;1969-01-03;Fri;58
136;NV;1969;1;3;1969-01-03;Fri;16
137;NY;1969;1;3;1969-01-03;Fri;866
138;OH;1969;1;3;1969-01-03;Fri;512
139;OK;1969;1;3;1969-01-03;Fri;136
140;OR;1969;1;3;1969-01-03;Fri;84
141;PA;1969;1;3;1969-01-03;Fri;556
142;RI;1969;1;3;1969-01-03;Fri;44
143;SC;1969;1;3;1969-01-03;Fri;134
144;SD;1969;1;3;1969-01-03;Fri;30
145;TN;1969;1;3;1969-01-03;Fri;192
146;TX;1969;1;3;1969-01-03;Fri;648
147;UT;1969;1;3;1969-01-03;Fri;58
148;VA;1969;1;3;1969-01-03;Fri;186
149;VT;1969;1;3;1969-01-03;Fri;16
150;WA;1969;1;3;1969-01-03;Fri;124
151;WI;1969;1;3;1969-01-03;Fri;198
152;WV;1969;1;3;1969-01-03;Fri;82
153;WY;1969;1;3;1969-01-03;Fri;16
154;AK;1969;1;4;1969-01-04;Sat;16
155;AL;1969;1;4;1969-01-04;Sat;162
156;AR;1969;1;4;1969-01-04;Sat;60
157;AZ;1969;1;4;1969-01-04;Sat;86
158;CA;1969;1;4;1969-01-04;Sat;906
159;CO;1969;1;4;1969-01-04;Sat;70
160;CT;1969;1;4;1969-01-04;Sat;114
161;DC;1969;1;4;1969-01-04;Sat;66
162;DE;1969;1;4;1969-01-04;Sat;30
163;FL;1969;1;4;1969-01-04;Sat;290
164;GA;1969;1;4;1969-01-04;Sat;246
165;HI;1969;1;4;1969-01-04;Sat;40
166;IA;1969;1;4;1969-01-04;Sat;116
167;ID;1969;1;4;1969-01-04;Sat;26
168;IL;1969;1;4;1969-01-04;Sat;488
169;IN;1969;1;4;1969-01-04;Sat;260
170;KS;1969;1;4;1969-01-04;Sat;74
171;KY;1969;1;4;1969-01-04;Sat;194
172;LA;1969;1;4;1969-01-04;Sat;198
173;MA;1969;1;4;1969-01-04;Sat;238
174;MD;1969;1;4;1969-01-04;Sat;170
175;ME;1969;1;4;1969-01-04;Sat;44
176;MI;1969;1;4;1969-01-04;Sat;402
177;MN;1969;1;4;1969-01-04;Sat;156
178;MO;1969;1;4;1969-01-04;Sat;214
179;MS;1969;1;4;1969-01-04;Sat;130
180;MT;1969;1;4;1969-01-04;Sat;34
181;NC;1969;1;4;1969-01-04;Sat;262
182;ND;1969;1;4;1969-01-04;Sat;38
183;NE;1969;1;4;1969-01-04;Sat;74
184;NH;1969;1;4;1969-01-04;Sat;32
185;NJ;1969;1;4;1969-01-04;Sat;292
186;NM;1969;1;4;1969-01-04;Sat;46
187;NV;1969;1;4;1969-01-04;Sat;26
188;NY;1969;1;4;1969-01-04;Sat;736
189;OH;1969;1;4;1969-01-04;Sat;418
190;OK;1969;1;4;1969-01-04;Sat;82
191;OR;1969;1;4;1969-01-04;Sat;94
192;PA;1969;1;4;1969-01-04;Sat;480
193;RI;1969;1;4;1969-01-04;Sat;42
194;SC;1969;1;4;1969-01-04;Sat;128
195;SD;1969;1;4;1969-01-04;Sat;32
196;TN;1969;1;4;1969-01-04;Sat;174
197;TX;1969;1;4;1969-01-04;Sat;504
198;UT;1969;1;4;1969-01-04;Sat;54
199;VA;1969;1;4;1969-01-04;Sat;206
200;VT;1969;1;4;1969-01-04;Sat;16
201;WA;1969;1;4;1969-01-04;Sat;152
202;WI;1969;1;4;1969-01-04;Sat;152
203;WV;1969;1;4;1969-01-04;Sat;78
204;WY;1969;1;4;1969-01-04;Sat;12
205;AK;1969;1;5;1969-01-05;Sun;18
206;AL;1969;1;5;1969-01-05;Sun;144
207;AR;1969;1;5;1969-01-05;Sun;72
208;AZ;1969;1;5;1969-01-05;Sun;82
209;CA;1969;1;5;1969-01-05;Sun;804
210;CO;1969;1;5;1969-01-05;Sun;114
211;CT;1969;1;5;1969-01-05;Sun;108
212;DC;1969;1;5;1969-01-05;Sun;44
213;DE;1969;1;5;1969-01-05;Sun;34
214;FL;1969;1;5;1969-01-05;Sun;236
215;GA;1969;1;5;1969-01-05;Sun;196
216;HI;1969;1;5;1969-01-05;Sun;40
217;IA;1969;1;5;1969-01-05;Sun;110
218;ID;1969;1;5;1969-01-05;Sun;34
219;IL;1969;1;5;1969-01-05;Sun;464
220;IN;1969;1;5;1969-01-05;Sun;242
221;KS;1969;1;5;1969-01-05;Sun;116
222;KY;1969;1;5;1969-01-05;Sun;128
223;LA;1969;1;5;1969-01-05;Sun;184
224;MA;1969;1;5;1969-01-05;Sun;188
225;MD;1969;1;5;1969-01-05;Sun;146
226;ME;1969;1;5;1969-01-05;Sun;44
227;MI;1969;1;5;1969-01-05;Sun;462
228;MN;1969;1;5;1969-01-05;Sun;158
229;MO;1969;1;5;1969-01-05;Sun;192
230;MS;1969;1;5;1969-01-05;Sun;122
231;MT;1969;1;5;1969-01-05;Sun;18
232;NC;1969;1;5;1969-01-05;Sun;254
233;ND;1969;1;5;1969-01-05;Sun;18
234;NE;1969;1;5;1969-01-05;Sun;68
235;NH;1969;1;5;1969-01-05;Sun;26
236;NJ;1969;1;5;1969-01-05;Sun;274
237;NM;1969;1;5;1969-01-05;Sun;42
238;NV;1969;1;5;1969-01-05;Sun;14
239;NY;1969;1;5;1969-01-05;Sun;682
240;OH;1969;1;5;1969-01-05;Sun;456
241;OK;1969;1;5;1969-01-05;Sun;94
242;OR;1969;1;5;1969-01-05;Sun;108
243;PA;1969;1;5;1969-01-05;Sun;400
244;RI;1969;1;5;1969-01-05;Sun;44
245;SC;1969;1;5;1969-01-05;Sun;136
246;SD;1969;1;5;1969-01-05;Sun;26
247;TN;1969;1;5;1969-01-05;Sun;168
248;TX;1969;1;5;1969-01-05;Sun;454
249;UT;1969;1;5;1969-01-05;Sun;42
250;VA;1969;1;5;1969-01-05;Sun;200
251;VT;1969;1;5;1969-01-05;Sun;14
252;WA;1969;1;5;1969-01-05;Sun;130
253;WI;1969;1;5;1969-01-05;Sun;158
254;WV;1969;1;5;1969-01-05;Sun;78
255;WY;1969;1;5;1969-01-05;Sun;4
256;AK;1969;1;6;1969-01-06;Mon;24
257;AL;1969;1;6;1969-01-06;Mon;192
258;AR;1969;1;6;1969-01-06;Mon;90
259;AZ;1969;1;6;1969-01-06;Mon;78
260;CA;1969;1;6;1969-01-06;Mon;922
261;CO;1969;1;6;1969-01-06;Mon;82
262;CT;1969;1;6;1969-01-06;Mon;152
263;DC;1969;1;6;1969-01-06;Mon;70
264;DE;1969;1;6;1969-01-06;Mon;30
265;FL;1969;1;6;1969-01-06;Mon;298
266;GA;1969;1;6;1969-01-06;Mon;278
267;HI;1969;1;6;1969-01-06;Mon;28
268;IA;1969;1;6;1969-01-06;Mon;128
269;ID;1969;1;6;1969-01-06;Mon;44
270;IL;1969;1;6;1969-01-06;Mon;544
271;IN;1969;1;6;1969-01-06;Mon;264
272;KS;1969;1;6;1969-01-06;Mon;106
273;KY;1969;1;6;1969-01-06;Mon;152
274;LA;1969;1;6;1969-01-06;Mon;228
275;MA;1969;1;6;1969-01-06;Mon;228
276;MD;1969;1;6;1969-01-06;Mon;186
277;ME;1969;1;6;1969-01-06;Mon;30
278;MI;1969;1;6;1969-01-06;Mon;430
279;MN;1969;1;6;1969-01-06;Mon;168
280;MO;1969;1;6;1969-01-06;Mon;226
281;MS;1969;1;6;1969-01-06;Mon;134
282;MT;1969;1;6;1969-01-06;Mon;26
283;NC;1969;1;6;1969-01-06;Mon;258
284;ND;1969;1;6;1969-01-06;Mon;22
285;NE;1969;1;6;1969-01-06;Mon;60
286;NH;1969;1;6;1969-01-06;Mon;32
287;NJ;1969;1;6;1969-01-06;Mon;266
288;NM;1969;1;6;1969-01-06;Mon;70
289;NV;1969;1;6;1969-01-06;Mon;24
290;NY;1969;1;6;1969-01-06;Mon;774
291;OH;1969;1;6;1969-01-06;Mon;484
292;OK;1969;1;6;1969-01-06;Mon;98
293;OR;1969;1;6;1969-01-06;Mon;86
294;PA;1969;1;6;1969-01-06;Mon;476
295;RI;1969;1;6;1969-01-06;Mon;42
296;SC;1969;1;6;1969-01-06;Mon;152
297;SD;1969;1;6;1969-01-06;Mon;28
298;TN;1969;1;6;1969-01-06;Mon;214
299;TX;1969;1;6;1969-01-06;Mon;584
300;UT;1969;1;6;1969-01-06;Mon;62
301;VA;1969;1;6;1969-01-06;Mon;202
302;VT;1969;1;6;1969-01-06;Mon;20
303;WA;1969;1;6;1969-01-06;Mon;146
304;WI;1969;1;6;1969-01-06;Mon;200
305;WV;1969;1;6;1969-01-06;Mon;106
306;WY;1969;1;6;1969-01-06;Mon;16
307;AK;1969;1;7;1969-01-07;Tues;16
308;AL;1969;1;7;1969-01-07;Tues;174
309;AR;1969;1;7;1969-01-07;Tues;108
310;AZ;1969;1;7;1969-01-07;Tues;84
311;CA;1969;1;7;1969-01-07;Tues;866
312;CO;1969;1;7;1969-01-07;Tues;122
313;CT;1969;1;7;1969-01-07;Tues;124
314;DC;1969;1;7;1969-01-07;Tues;104
315;DE;1969;1;7;1969-01-07;Tues;36
316;FL;1969;1;7;1969-01-07;Tues;334
317;GA;1969;1;7;1969-01-07;Tues;254
318;HI;1969;1;7;1969-01-07;Tues;38
319;IA;1969;1;7;1969-01-07;Tues;136
320;ID;1969;1;7;1969-01-07;Tues;34
321;IL;1969;1;7;1969-01-07;Tues;524
322;IN;1969;1;7;1969-01-07;Tues;286
323;KS;1969;1;7;1969-01-07;Tues;98
324;KY;1969;1;7;1969-01-07;Tues;140
325;LA;1969;1;7;1969-01-07;Tues;194
326;MA;1969;1;7;1969-01-07;Tues;254
327;MD;1969;1;7;1969-01-07;Tues;144
328;ME;1969;1;7;1969-01-07;Tues;50
329;MI;1969;1;7;1969-01-07;Tues;440
330;MN;1969;1;7;1969-01-07;Tues;186
331;MO;1969;1;7;1969-01-07;Tues;178
332;MS;1969;1;7;1969-01-07;Tues;160
333;MT;1969;1;7;1969-01-07;Tues;26
334;NC;1969;1;7;1969-01-07;Tues;286
335;ND;1969;1;7;1969-01-07;Tues;36
336;NE;1969;1;7;1969-01-07;Tues;98
337;NH;1969;1;7;1969-01-07;Tues;36
338;NJ;1969;1;7;1969-01-07;Tues;298
339;NM;1969;1;7;1969-01-07;Tues;66
340;NV;1969;1;7;1969-01-07;Tues;28
341;NY;1969;1;7;1969-01-07;Tues;836
342;OH;1969;1;7;1969-01-07;Tues;568
343;OK;1969;1;7;1969-01-07;Tues;98
344;OR;1969;1;7;1969-01-07;Tues;80
345;PA;1969;1;7;1969-01-07;Tues;448
346;RI;1969;1;7;1969-01-07;Tues;38
347;SC;1969;1;7;1969-01-07;Tues;128
348;SD;1969;1;7;1969-01-07;Tues;48
349;TN;1969;1;7;1969-01-07;Tues;208
350;TX;1969;1;7;1969-01-07;Tues;612
351;UT;1969;1;7;1969-01-07;Tues;56
352;VA;1969;1;7;1969-01-07;Tues;182
353;VT;1969;1;7;1969-01-07;Tues;18
354;WA;1969;1;7;1969-01-07;Tues;174
355;WI;1969;1;7;1969-01-07;Tues;188
356;WV;1969;1;7;1969-01-07;Tues;80
357;WY;1969;1;7;1969-01-07;Tues;18
358;AK;1969;1;8;1969-01-08;Wed;8
359;AL;1969;1;8;1969-01-08;Wed;154
360;AR;1969;1;8;1969-01-08;Wed;78
361;AZ;1969;1;8;1969-01-08;Wed;102
362;CA;1969;1;8;1969-01-08;Wed;954
363;CO;1969;1;8;1969-01-08;Wed;124
364;CT;1969;1;8;1969-01-08;Wed;140
365;DC;1969;1;8;1969-01-08;Wed;62
366;DE;1969;1;8;1969-01-08;Wed;36
367;FL;1969;1;8;1969-01-08;Wed;304
368;GA;1969;1;8;1969-01-08;Wed;240
369;HI;1969;1;8;1969-01-08;Wed;46
370;IA;1969;1;8;1969-01-08;Wed;136
371;ID;1969;1;8;1969-01-08;Wed;32
372;IL;1969;1;8;1969-01-08;Wed;522
373;IN;1969;1;8;1969-01-08;Wed;232
374;KS;1969;1;8;1969-01-08;Wed;102
375;KY;1969;1;8;1969-01-08;Wed;164
376;LA;1969;1;8;1969-01-08;Wed;200
377;MA;1969;1;8;1969-01-08;Wed;306
378;MD;1969;1;8;1969-01-08;Wed;168
379;ME;1969;1;8;1969-01-08;Wed;56
380;MI;1969;1;8;1969-01-08;Wed;478
381;MN;1969;1;8;1969-01-08;Wed;192
382;MO;1969;1;8;1969-01-08;Wed;204
383;MS;1969;1;8;1969-01-08;Wed;126
384;MT;1969;1;8;1969-01-08;Wed;30
385;NC;1969;1;8;1969-01-08;Wed;222
386;ND;1969;1;8;1969-01-08;Wed;30
387;NE;1969;1;8;1969-01-08;Wed;72
388;NH;1969;1;8;1969-01-08;Wed;36
389;NJ;1969;1;8;1969-01-08;Wed;324
390;NM;1969;1;8;1969-01-08;Wed;66
391;NV;1969;1;8;1969-01-08;Wed;26
392;NY;1969;1;8;1969-01-08;Wed;866
393;OH;1969;1;8;1969-01-08;Wed;524
394;OK;1969;1;8;1969-01-08;Wed;102
395;OR;1969;1;8;1969-01-08;Wed;76
396;PA;1969;1;8;1969-01-08;Wed;482
397;RI;1969;1;8;1969-01-08;Wed;38
398;SC;1969;1;8;1969-01-08;Wed;146
399;SD;1969;1;8;1969-01-08;Wed;30
400;TN;1969;1;8;1969-01-08;Wed;180
401;TX;1969;1;8;1969-01-08;Wed;598
402;UT;1969;1;8;1969-01-08;Wed;64
403;VA;1969;1;8;1969-01-08;Wed;204
404;VT;1969;1;8;1969-01-08;Wed;22
405;WA;1969;1;8;1969-01-08;Wed;132
406;WI;1969;1;8;1969-01-08;Wed;226
407;WV;1969;1;8;1969-01-08;Wed;64
408;WY;1969;1;8;1969-01-08;Wed;8
409;AK;1969;1;9;1969-01-09;Thurs;16
410;AL;1969;1;9;1969-01-09;Thurs;170
411;AR;1969;1;9;1969-01-09;Thurs;106
412;AZ;1969;1;9;1969-01-09;Thurs;90
413;CA;1969;1;9;1969-01-09;Thurs;978
414;CO;1969;1;9;1969-01-09;Thurs;94
415;CT;1969;1;9;1969-01-09;Thurs;102
416;DC;1969;1;9;1969-01-09;Thurs;84
417;DE;1969;1;9;1969-01-09;Thurs;26
418;FL;1969;1;9;1969-01-09;Thurs;276
419;GA;1969;1;9;1969-01-09;Thurs;244
420;HI;1969;1;9;1969-01-09;Thurs;32
421;IA;1969;1;9;1969-01-09;Thurs;142
422;ID;1969;1;9;1969-01-09;Thurs;36
423;IL;1969;1;9;1969-01-09;Thurs;458
424;IN;1969;1;9;1969-01-09;Thurs;226
425;KS;1969;1;9;1969-01-09;Thurs;116
426;KY;1969;1;9;1969-01-09;Thurs;148
427;LA;1969;1;9;1969-01-09;Thurs;220
428;MA;1969;1;9;1969-01-09;Thurs;268
429;MD;1969;1;9;1969-01-09;Thurs;168
430;ME;1969;1;9;1969-01-09;Thurs;30
431;MI;1969;1;9;1969-01-09;Thurs;456
432;MN;1969;1;9;1969-01-09;Thurs;184
433;MO;1969;1;9;1969-01-09;Thurs;196
434;MS;1969;1;9;1969-01-09;Thurs;148
435;MT;1969;1;9;1969-01-09;Thurs;36
436;NC;1969;1;9;1969-01-09;Thurs;232
437;ND;1969;1;9;1969-01-09;Thurs;30
438;NE;1969;1;9;1969-01-09;Thurs;70
439;NH;1969;1;9;1969-01-09;Thurs;34
440;NJ;1969;1;9;1969-01-09;Thurs;318
441;NM;1969;1;9;1969-01-09;Thurs;50
442;NV;1969;1;9;1969-01-09;Thurs;20
443;NY;1969;1;9;1969-01-09;Thurs;780
444;OH;1969;1;9;1969-01-09;Thurs;496
445;OK;1969;1;9;1969-01-09;Thurs;94
446;OR;1969;1;9;1969-01-09;Thurs;80
447;PA;1969;1;9;1969-01-09;Thurs;486
448;RI;1969;1;9;1969-01-09;Thurs;36
449;SC;1969;1;9;1969-01-09;Thurs;108
450;SD;1969;1;9;1969-01-09;Thurs;24
451;TN;1969;1;9;1969-01-09;Thurs;216
452;TX;1969;1;9;1969-01-09;Thurs;552
453;UT;1969;1;9;1969-01-09;Thurs;78
454;VA;1969;1;9;1969-01-09;Thurs;230
455;VT;1969;1;9;1969-01-09;Thurs;30
456;WA;1969;1;9;1969-01-09;Thurs;146
457;WI;1969;1;9;1969-01-09;Thurs;190
458;WV;1969;1;9;1969-01-09;Thurs;76
459;WY;1969;1;9;1969-01-09;Thurs;8
460;AK;1969;1;10;1969-01-10;Fri;20
461;AL;1969;1;10;1969-01-10;Fri;184
462;AR;1969;1;10;1969-01-10;Fri;110
463;AZ;1969;1;10;1969-01-10;Fri;88
464;CA;1969;1;10;1969-01-10;Fri;928
465;CO;1969;1;10;1969-01-10;Fri;92
466;CT;1969;1;10;1969-01-10;Fri;108
467;DC;1969;1;10;1969-01-10;Fri;62
468;DE;1969;1;10;1969-01-10;Fri;30
469;FL;1969;1;10;1969-01-10;Fri;314
470;GA;1969;1;10;1969-01-10;Fri;278
471;HI;1969;1;10;1969-01-10;Fri;48
472;IA;1969;1;10;1969-01-10;Fri;126
473;ID;1969;1;10;1969-01-10;Fri;28
474;IL;1969;1;10;1969-01-10;Fri;582
475;IN;1969;1;10;1969-01-10;Fri;256
476;KS;1969;1;10;1969-01-10;Fri;88
477;KY;1969;1;10;1969-01-10;Fri;176
478;LA;1969;1;10;1969-01-10;Fri;220
479;MA;1969;1;10;1969-01-10;Fri;300
480;MD;1969;1;10;1969-01-10;Fri;210
481;ME;1969;1;10;1969-01-10;Fri;52
482;MI;1969;1;10;1969-01-10;Fri;462
483;MN;1969;1;10;1969-01-10;Fri;196
484;MO;1969;1;10;1969-01-10;Fri;242
485;MS;1969;1;10;1969-01-10;Fri;136
486;MT;1969;1;10;1969-01-10;Fri;44
487;NC;1969;1;10;1969-01-10;Fri;240
488;ND;1969;1;10;1969-01-10;Fri;30
489;NE;1969;1;10;1969-01-10;Fri;64
490;NH;1969;1;10;1969-01-10;Fri;32
491;NJ;1969;1;10;1969-01-10;Fri;336
492;NM;1969;1;10;1969-01-10;Fri;46
493;NV;1969;1;10;1969-01-10;Fri;20
494;NY;1969;1;10;1969-01-10;Fri;840
495;OH;1969;1;10;1969-01-10;Fri;494
496;OK;1969;1;10;1969-01-10;Fri;122
497;OR;1969;1;10;1969-01-10;Fri;98
498;PA;1969;1;10;1969-01-10;Fri;528
499;RI;1969;1;10;1969-01-10;Fri;32
500;SC;1969;1;10;1969-01-10;Fri;152
501;SD;1969;1;10;1969-01-10;Fri;36
502;TN;1969;1;10;1969-01-10;Fri;180
503;TX;1969;1;10;1969-01-10;Fri;638
504;UT;1969;1;10;1969-01-10;Fri;78
505;VA;1969;1;10;1969-01-10;Fri;220
506;VT;1969;1;10;1969-01-10;Fri;16
507;WA;1969;1;10;1969-01-10;Fri;160
508;WI;1969;1;10;1969-01-10;Fri;214
509;WV;1969;1;10;1969-01-10;Fri;68
510;WY;1969;1;10;1969-01-10;Fri;18
511;AK;1969;1;11;1969-01-11;Sat;14
512;AL;1969;1;11;1969-01-11;Sat;166
513;AR;1969;1;11;1969-01-11;Sat;84
514;AZ;1969;1;11;1969-01-11;Sat;88
515;CA;1969;1;11;1969-01-11;Sat;908
516;CO;1969;1;11;1969-01-11;Sat;100
517;CT;1969;1;11;1969-01-11;Sat;122
518;DC;1969;1;11;1969-01-11;Sat;60
519;DE;1969;1;11;1969-01-11;Sat;24
520;FL;1969;1;11;1969-01-11;Sat;314
521;GA;1969;1;11;1969-01-11;Sat;234
522;HI;1969;1;11;1969-01-11;Sat;54
523;IA;1969;1;11;1969-01-11;Sat;128
524;ID;1969;1;11;1969-01-11;Sat;34
525;IL;1969;1;11;1969-01-11;Sat;472
526;IN;1969;1;11;1969-01-11;Sat;270
527;KS;1969;1;11;1969-01-11;Sat;86
528;KY;1969;1;11;1969-01-11;Sat;138
529;LA;1969;1;11;1969-01-11;Sat;172
530;MA;1969;1;11;1969-01-11;Sat;224
531;MD;1969;1;11;1969-01-11;Sat;142
532;ME;1969;1;11;1969-01-11;Sat;58
533;MI;1969;1;11;1969-01-11;Sat;380
534;MN;1969;1;11;1969-01-11;Sat;154
535;MO;1969;1;11;1969-01-11;Sat;214
536;MS;1969;1;11;1969-01-11;Sat;100
537;MT;1969;1;11;1969-01-11;Sat;18
538;NC;1969;1;11;1969-01-11;Sat;262
539;ND;1969;1;11;1969-01-11;Sat;42
540;NE;1969;1;11;1969-01-11;Sat;64
541;NH;1969;1;11;1969-01-11;Sat;34
542;NJ;1969;1;11;1969-01-11;Sat;308
543;NM;1969;1;11;1969-01-11;Sat;52
544;NV;1969;1;11;1969-01-11;Sat;22
545;NY;1969;1;11;1969-01-11;Sat;752
546;OH;1969;1;11;1969-01-11;Sat;482
547;OK;1969;1;11;1969-01-11;Sat;124
548;OR;1969;1;11;1969-01-11;Sat;76
549;PA;1969;1;11;1969-01-11;Sat;556
550;RI;1969;1;11;1969-01-11;Sat;34
551;SC;1969;1;11;1969-01-11;Sat;138
552;SD;1969;1;11;1969-01-11;Sat;34
553;TN;1969;1;11;1969-01-11;Sat;208
554;TX;1969;1;11;1969-01-11;Sat;550
555;UT;1969;1;11;1969-01-11;Sat;52
